model,variable,horizon_weeks,n_forecasts,mean_crps,median_crps,coverage_90,avg_width_90,lower_tail_rate_05,mean_qloss_05,mean_qloss_50,mean_qloss_95,mean_ess_fraction
FHS_time,BRENT,4,85,0.03766057258265011,0.02537580131430502,0.9176470588235294,0.20313319140916897,0.047058823529411764,0.007394328055855413,0.026613473711645668,0.007715202996586117,0.3654826342056948
FHS_time,BRENT,12,85,0.06225197358022785,0.04363788383136211,0.9058823529411765,0.35800103642673725,0.058823529411764705,0.012776648051879974,0.04339680606099423,0.012171865130987185,0.3654826342056948
FHS_time,BRENT,20,85,0.07989222110750738,0.0592610923017306,0.8941176470588236,0.4661604466929833,0.07058823529411765,0.015761199696055623,0.0572799655173192,0.014960176730213229,0.3654826342056948
FHS_time,SPREAD,1,85,0.01167248698209411,0.008863404051496914,0.8705882352941177,0.06918798858266571,0.07058823529411765,0.0023097127336916745,0.007925751076476186,0.002232773029973129,0.3654826342056948
FHS_time,SPREAD,4,85,0.019051233408052003,0.015668026393046982,0.9647058823529412,0.14022428850474503,0.023529411764705882,0.004093716192604324,0.013321225653527996,0.003668420383339629,0.3654826342056948
FHS_time,SPREAD,12,85,0.02888003734051911,0.02427951138918777,0.9882352941176471,0.24644989445852838,0.011764705882352941,0.006044580737920655,0.018987759897382307,0.006283451713837244,0.3654826342056948
FHS_time,SPREAD,20,85,0.03454778753314955,0.02953490514533337,1.0,0.31988637089266436,0.0,0.007900929338408464,0.022048816466579038,0.008093389206224766,0.3654826342056948
FHS_time,WTI,1,85,0.01922522049904203,0.013404409826011652,0.8352941176470589,0.10241170278076679,0.07058823529411765,0.003470549312427026,0.01317254625769109,0.004199842338998031,0.3654826342056948
FHS_time,WTI,4,85,0.03670167370100862,0.024429749700343992,0.8941176470588236,0.20980505302462982,0.058823529411764705,0.007701506208329413,0.024987065204590105,0.008082187205935258,0.3654826342056948
FHS_time,WTI,12,85,0.06363200688644198,0.04049736871312749,0.8823529411764706,0.3666718189065368,0.08235294117647059,0.01475984763457132,0.043078229302275346,0.01318159952835901,0.3654826342056948
FHS_time,WTI,20,85,0.08114469198999619,0.05126626470372929,0.8705882352941177,0.4768756231097129,0.08235294117647059,0.01777233484675459,0.05506972640752432,0.01717533373904428,0.3654826342056948
RW_equal,BRENT,1,85,0.01968202364180183,0.012581039021252967,0.8470588235294118,0.10235935018855098,0.07058823529411765,0.003582258715549768,0.013523306534223956,0.004803232234658182,1.0
RW_equal,BRENT,4,85,0.03737296329983993,0.022600582584071452,0.9294117647058824,0.21167275002965857,0.023529411764705882,0.008020698716334327,0.02512593974079454,0.008334787634127976,1.0
RW_equal,BRENT,12,85,0.06160393820941891,0.03831679576008443,0.8941176470588236,0.36804227004982343,0.03529411764705882,0.013528274364492103,0.041540641983892145,0.013216637145531021,1.0
RW_equal,BRENT,20,85,0.07714754726676787,0.05443726993553093,0.9058823529411765,0.4748932826198439,0.03529411764705882,0.01670988028051608,0.05297419329284753,0.014877563135642388,1.0
RW_equal,SPREAD,1,85,0.011415589620091633,0.008632894059988815,0.8941176470588236,0.06247938870135327,0.03529411764705882,0.002036459948320654,0.007959594304131208,0.002141570397948769,1.0
RW_equal,SPREAD,4,85,0.01847371012800849,0.014468032004978454,0.9529411764705882,0.1256612925713711,0.03529411764705882,0.0036743000026771763,0.013311320585886537,0.003239326155350603,1.0
RW_equal,SPREAD,12,85,0.02748467425065639,0.021751177491825896,0.9764705882352941,0.21855124708134005,0.011764705882352941,0.005405453572367746,0.0187601453275923,0.005585473976013064,1.0
RW_equal,SPREAD,20,85,0.03244156000671192,0.025837662175639174,1.0,0.2804539515779028,0.0,0.006911884547172561,0.021681285652009875,0.007110813031722586,1.0
RW_equal,WTI,1,85,0.01958077087787495,0.013061188521553226,0.8470588235294118,0.09738757530146186,0.03529411764705882,0.003308713261259876,0.013144366913686275,0.005115008635878304,1.0
RW_equal,WTI,4,85,0.03737369202848182,0.022450117741874345,0.8941176470588236,0.2107130466373511,0.03529411764705882,0.008101910647419913,0.024591553543394932,0.008992554404951668,1.0
RW_equal,WTI,12,85,0.06320565438023137,0.03636632621507081,0.8705882352941177,0.3639941933743101,0.058823529411764705,0.015238226572792706,0.04058231168319611,0.01463274758138536,1.0
RW_equal,WTI,20,85,0.07896981008241596,0.04806724246941012,0.8941176470588236,0.4687554286709546,0.047058823529411764,0.01700884098803535,0.05300748348506412,0.0174145415536636,1.0
VARL_equal,BRENT,1,85,0.019361713381494235,0.011715584103167802,0.8705882352941177,0.10135832919646495,0.07058823529411765,0.003793490024431403,0.013105729938950199,0.004786479984965375,1.0
VARL_equal,BRENT,4,85,0.037759332219381284,0.02169149900587119,0.9294117647058824,0.2026826086666728,0.023529411764705882,0.007675604836775531,0.025053593305792956,0.008943168872164535,1.0
VARL_equal,BRENT,12,85,0.06085416751712429,0.035588292295717985,0.8941176470588236,0.3441249115494761,0.03529411764705882,0.015276489904247488,0.0408436640548505,0.012400140565404843,1.0
VARL_equal,BRENT,20,85,0.0759804612473499,0.04987110302223159,0.8941176470588236,0.4389799897864887,0.047058823529411764,0.0182695823739293,0.051748445389584403,0.01564434294331194,1.0
VARL_equal,SPREAD,1,85,0.010843225404836707,0.007417127406197871,0.8705882352941177,0.05943424800864917,0.047058823529411764,0.0019512352711810914,0.007804067302387211,0.0021472614067100633,1.0
VARL_equal,SPREAD,4,85,0.016738840677689756,0.011158862794888244,0.8705882352941177,0.09399308421912482,0.058823529411764705,0.0032296152285064164,0.011786273428965481,0.003073505707694324,1.0
VARL_equal,SPREAD,12,85,0.02056943804038026,0.014460634751550568,0.8235294117647058,0.1061134907939888,0.047058823529411764,0.003457370748961009,0.014853808238480532,0.0037990608826821612,1.0
VARL_equal,SPREAD,20,85,0.020997707835781122,0.015165449583627626,0.8352941176470589,0.10649271167121252,0.047058823529411764,0.0033903478676715086,0.014759002032165316,0.003981430876832299,1.0
VARL_equal,WTI,1,85,0.019399678374073824,0.013080734049756737,0.8470588235294118,0.09820242251098486,0.03529411764705882,0.003269878917436283,0.01306012904949876,0.004918967633316108,1.0
VARL_equal,WTI,4,85,0.03711771620195197,0.021872542015937697,0.9058823529411765,0.207631524858897,0.047058823529411764,0.008299432170077932,0.024460115464427216,0.00902385972862464,1.0
VARL_equal,WTI,12,85,0.06339646584094258,0.03642021973549226,0.8823529411764706,0.349167533822073,0.047058823529411764,0.016180674057839007,0.04082276639336233,0.014656840917825086,1.0
VARL_equal,WTI,20,85,0.07991513743772703,0.04786839248891031,0.8823529411764706,0.43987260211571166,0.047058823529411764,0.018663557751328545,0.05397406574902553,0.01775763667978735,1.0
VARL_time,BRENT,1,85,0.019453593170432583,0.01206120101910571,0.8823529411764706,0.10416836809383705,0.058823529411764705,0.0037675699056419275,0.012957370688948146,0.004762608065163232,0.3644836441503397
VARL_time,BRENT,4,85,0.03805860993897044,0.02255271042054443,0.9294117647058824,0.206926983582431,0.023529411764705882,0.00765307048603952,0.025431174616262046,0.00904973438965182,0.3644836441503397
VARL_time,BRENT,12,85,0.06096017578421591,0.03696323541058711,0.8941176470588236,0.3557791364217267,0.047058823529411764,0.014518995247394126,0.04085024769500048,0.012447979332382125,0.3644836441503397
VARL_time,BRENT,20,85,0.07586013939041823,0.04981139761518691,0.8941176470588236,0.4541061069975394,0.047058823529411764,0.017409492265243045,0.051355645840525745,0.015872202357510194,0.3644836441503397
VARL_time,SPREAD,1,85,0.010831945141665314,0.007722224632352554,0.8705882352941177,0.05921624813187043,0.047058823529411764,0.0019533235898516075,0.007657163209679631,0.0020735291909790465,0.3644836441503397
VARL_time,SPREAD,4,85,0.016827559810877597,0.01181080637057609,0.8823529411764706,0.09441586729882312,0.058823529411764705,0.0032909725104843814,0.011787080485512054,0.002992667471137969,0.3644836441503397
VARL_time,SPREAD,12,85,0.020596868906787642,0.015081404182296906,0.8352941176470589,0.10580700867124652,0.047058823529411764,0.003442336437332119,0.014703761109647976,0.003892920641162298,0.3644836441503397
VARL_time,SPREAD,20,85,0.021025808976903412,0.014891365655240758,0.8117647058823529,0.10609430237380241,0.047058823529411764,0.003357158462611809,0.014834722754925287,0.004039103727309996,0.3644836441503397
VARL_time,WTI,1,85,0.01948657193014052,0.012894133131207405,0.8470588235294118,0.10354539646501774,0.03529411764705882,0.003575076313334366,0.01304636707080925,0.004930284227830902,0.3644836441503397
VARL_time,WTI,4,85,0.03713917751125623,0.022991238243464655,0.8941176470588236,0.21501672645512057,0.058823529411764705,0.0080956448239489,0.024458721003319132,0.009134967098350776,0.3644836441503397
VARL_time,WTI,12,85,0.06353897139226865,0.03685743067574696,0.8588235294117647,0.3638143949149115,0.058823529411764705,0.015840611647204052,0.040339191463636764,0.0145369484900074,0.3644836441503397
VARL_time,WTI,20,85,0.07999202383818103,0.050041631702723785,0.8941176470588236,0.4587617835304673,0.047058823529411764,0.017755817435614732,0.053511239830593894,0.018176989704988638,0.3644836441503397
VECM_equal,BRENT,1,85,0.01963516500825981,0.01088539058053696,0.8470588235294118,0.09987147248379677,0.08235294117647059,0.003911395200404674,0.01325196895843452,0.004855505982233832,1.0
VECM_equal,BRENT,4,85,0.037786083347096135,0.02139339454408349,0.9176470588235294,0.20660272574377464,0.023529411764705882,0.007708075687723055,0.024997993629710353,0.009170463338915245,1.0
VECM_equal,BRENT,12,85,0.06054747871972754,0.03645733084003587,0.8941176470588236,0.36045109841070455,0.03529411764705882,0.014883621925369375,0.040503958075540046,0.012859600950214342,1.0
VECM_equal,BRENT,20,85,0.07526292450486005,0.050551529961078645,0.8941176470588236,0.4710067756505338,0.047058823529411764,0.017099807693280237,0.05133436984603734,0.015601626255118474,1.0
VECM_equal,SPREAD,1,85,0.010930869174971904,0.007551473047301456,0.8823529411764706,0.058967897654735944,0.03529411764705882,0.001965461009673623,0.007856947342562265,0.0021908445706857083,1.0
VECM_equal,SPREAD,4,85,0.016821131784693726,0.011510949184997274,0.8588235294117647,0.09397317835115859,0.07058823529411765,0.003320954478830555,0.011812288362251927,0.0030550910961695977,1.0
VECM_equal,SPREAD,12,85,0.02057866809842081,0.014517042796549421,0.8235294117647058,0.1065550051032306,0.047058823529411764,0.0034577291883589184,0.01481097014442337,0.0038032356191961235,1.0
VECM_equal,SPREAD,20,85,0.020907910437292728,0.014597608282927183,0.8352941176470589,0.1073141665678447,0.03529411764705882,0.0033722930983082636,0.01465892197301828,0.0038678651024005675,1.0
VECM_equal,WTI,1,85,0.019520669642808068,0.013008015151716082,0.8470588235294118,0.09732851439782635,0.03529411764705882,0.003268265399591323,0.013137838234020862,0.005000315766376478,1.0
VECM_equal,WTI,4,85,0.037168450191538305,0.021705733909407922,0.9058823529411765,0.21105082203707146,0.047058823529411764,0.00816029470275915,0.024377874332647795,0.009323810554802917,1.0
VECM_equal,WTI,12,85,0.06324703467887934,0.03648039076621979,0.8823529411764706,0.3651779382280795,0.047058823529411764,0.015510002154994753,0.04059875542042002,0.015082173645519684,1.0
VECM_equal,WTI,20,85,0.07917914164637271,0.04898675762126205,0.8823529411764706,0.47341700843681367,0.047058823529411764,0.01726817673173612,0.053534567411526145,0.01774324821457162,1.0
VECM_macro,BRENT,1,85,0.019528715409578044,0.011782750169260052,0.8705882352941177,0.10373486291739069,0.058823529411764705,0.0038271003191884924,0.013074134143901153,0.004673035884496118,0.32742224704590245
VECM_macro,BRENT,4,85,0.03766616486616667,0.022755019886000566,0.9176470588235294,0.21198587327479665,0.023529411764705882,0.007539331153132105,0.024911493959539295,0.00887713533054249,0.32742224704590245
VECM_macro,BRENT,12,85,0.06039453437180296,0.0380206338100388,0.9176470588235294,0.370704769272593,0.03529411764705882,0.014013397238223662,0.04033980799051146,0.013000625822646964,0.32742224704590245
VECM_macro,BRENT,20,85,0.07546850067039591,0.051300849033122625,0.9058823529411765,0.48258161851732767,0.03529411764705882,0.017291785124389246,0.05105519863021617,0.01589776584490721,0.32742224704590245
VECM_macro,SPREAD,1,85,0.01091705234036445,0.007623526181817454,0.8588235294117647,0.05872771125723693,0.047058823529411764,0.001999272029129574,0.007802599572169247,0.002218077058149617,0.32742224704590245
VECM_macro,SPREAD,4,85,0.016868584992925692,0.011410422761327947,0.8588235294117647,0.09348101111774716,0.07058823529411765,0.0032909399896750417,0.011798866997814695,0.0029993071071502705,0.32742224704590245
VECM_macro,SPREAD,12,85,0.020716017469879486,0.014770249020974565,0.8235294117647058,0.10598643370096382,0.047058823529411764,0.003518444695513677,0.014860925457280658,0.004007948264456497,0.32742224704590245
VECM_macro,SPREAD,20,85,0.020976833515720137,0.014405481202200286,0.8117647058823529,0.1067021587651031,0.058823529411764705,0.003357817735327717,0.014696499380596395,0.004109576936383725,0.32742224704590245
VECM_macro,WTI,1,85,0.01955503263342287,0.012892154591045056,0.8705882352941177,0.10418069446519183,0.03529411764705882,0.003537214681109221,0.013071028671885934,0.004912673127077918,0.32742224704590245
VECM_macro,WTI,4,85,0.036903436313469797,0.02262515394330253,0.8941176470588236,0.21919672764628606,0.058823529411764705,0.007826727644472075,0.02429866392325661,0.008944071997944099,0.32742224704590245
VECM_macro,WTI,12,85,0.06319717282698112,0.03894342868630361,0.8705882352941177,0.3791591590944254,0.058823529411764705,0.014998961958667047,0.04037901410052634,0.015113001451099053,0.32742224704590245
VECM_macro,WTI,20,85,0.07935448522268862,0.05414095359682153,0.8941176470588236,0.48791817450103064,0.03529411764705882,0.017256646344684386,0.05303424077808378,0.01837038282894328,0.32742224704590245
VECM_time,BRENT,1,85,0.019588270570068424,0.012037097868577033,0.8588235294117647,0.10435259941204657,0.058823529411764705,0.0038379809003332398,0.01304104697479506,0.00486426898274387,0.36535208382261003
VECM_time,BRENT,4,85,0.03791799515023803,0.022546975479753432,0.9176470588235294,0.21238002689926017,0.03529411764705882,0.0076926943962035595,0.025150355075937218,0.008979320774132068,0.36535208382261003
VECM_time,BRENT,12,85,0.06068666357386495,0.03816480444024952,0.8941176470588236,0.3736526476092634,0.047058823529411764,0.013921628261562758,0.040470618634694755,0.012497052587293653,0.36535208382261003
VECM_time,BRENT,20,85,0.07539745495105551,0.05010866352251961,0.9058823529411765,0.4862865254463661,0.03529411764705882,0.016737395477602213,0.05074595135288028,0.016121716513964362,0.36535208382261003
VECM_time,SPREAD,1,85,0.010916920862007597,0.0077008020908501,0.8470588235294118,0.059021582191277094,0.058823529411764705,0.001979903001832331,0.007729474406215196,0.0021205557991782484,0.36535208382261003
VECM_time,SPREAD,4,85,0.016837548904791343,0.01140653024322474,0.8823529411764706,0.09375195244813136,0.058823529411764705,0.0033659768025753466,0.011798603112575478,0.002996190382676669,0.36535208382261003
VECM_time,SPREAD,12,85,0.02059654459882896,0.015193068148667988,0.8235294117647058,0.1060681785733468,0.047058823529411764,0.003468184774030387,0.01470120318299941,0.003849575245477937,0.36535208382261003
VECM_time,SPREAD,20,85,0.020964124509448727,0.014803927773850915,0.8235294117647058,0.10653345754906489,0.047058823529411764,0.0033688319547817494,0.01476026305310922,0.003936926048450252,0.36535208382261003
VECM_time,WTI,1,85,0.01960113417995951,0.012727226475330904,0.8470588235294118,0.10405315853730386,0.03529411764705882,0.003557406968407821,0.01310669810264933,0.004988224952767592,0.36535208382261003
VECM_time,WTI,4,85,0.037104973185956215,0.022866370070432684,0.9058823529411765,0.21998569167384216,0.047058823529411764,0.008124738980948953,0.024417928935921603,0.009188732134341819,0.36535208382261003
VECM_time,WTI,12,85,0.06337695798682352,0.03764142306546425,0.8705882352941177,0.3816710250644601,0.058823529411764705,0.014955365084384007,0.040125206176238284,0.014904827749916787,0.36535208382261003
VECM_time,WTI,20,85,0.0793325409501553,0.052720065948631906,0.9058823529411765,0.4917971758706744,0.03529411764705882,0.016850925076978412,0.05260166372815444,0.018579127388009632,0.36535208382261003
