model,variable,horizon_weeks,alpha,n_used,n_total,expected_exceptions,underpowered,exceptions,exception_rate,kupiec_p,christoffersen_ind_p,christoffersen_cc_p,es_z2,es_z2_p,es_z2_lo,es_z2_hi
VARL_time,BRENT,20,0.05,17,85,0.8500000000000001,True,1,0.058823529411764705,0.8708415681735512,0.7148995492194973,0.9231774328446429,-3.8000131988426022,0.6005,-13.400039596527806,1.0
VECM_equal,BRENT,20,0.05,17,85,0.8500000000000001,True,1,0.058823529411764705,0.8708415681735512,0.7148995492194973,0.9231774328446429,-3.9295951356404712,0.6005,-13.788785406921413,1.0
VECM_macro,BRENT,20,0.05,17,85,0.8500000000000001,True,1,0.058823529411764705,0.8708415681735512,0.7148995492194973,0.9231774328446429,-2.1369003190734666,0.6005,-8.4107009572204,1.0
VECM_time,BRENT,20,0.05,17,85,0.8500000000000001,True,1,0.058823529411764705,0.8708415681735512,0.7148995492194973,0.9231774328446429,-2.648258913078949,0.6005,-9.944776739236847,1.0
AR_equal,SPREAD,1,0.01,85,85,0.85,True,0,0.0,0.1911726870987288,1.0,0.42559012338865465,1.0,0.0,1.0,1.0
AR_macro,SPREAD,1,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,0.6814167891588618,0.02,0.0442503674765852,1.0
AR_macro_nc,SPREAD,1,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,0.17933682839245765,0.6475,-1.4619895148226272,1.0
AR_time,SPREAD,1,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-0.76238534650288,0.6475,-4.28715603950864,1.0
CTSF_equal,SPREAD,1,0.01,85,85,0.85,True,0,0.0,0.1911726870987288,1.0,0.42559012338865465,1.0,0.0,1.0,1.0
CTSF_macro,SPREAD,1,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-0.47666172783103605,0.6035,-3.429985183493108,1.0
CTSF_time,SPREAD,1,0.01,85,85,0.85,True,0,0.0,0.1911726870987288,1.0,0.42559012338865465,1.0,0.0,1.0,1.0
CTS_equal,SPREAD,1,0.01,85,85,0.85,True,0,0.0,0.1911726870987288,1.0,0.42559012338865465,1.0,0.0,1.0,1.0
CTS_macro,SPREAD,1,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-0.048794518195534035,0.6035,-2.146383554586602,1.0
CTS_time,SPREAD,1,0.01,85,85,0.85,True,0,0.0,0.1911726870987288,1.0,0.42559012338865465,1.0,0.0,1.0,1.0
FHS_equal,SPREAD,1,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,0.20916175723701025,0.6265,-1.3725147282889694,1.0
FHS_macro,SPREAD,1,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,0.38997023760676564,0.6265,-0.8300892871797032,1.0
FHS_time,SPREAD,1,0.01,85,85,0.85,True,0,0.0,0.1911726870987288,1.0,0.42559012338865465,1.0,0.0,1.0,1.0
RW_equal,SPREAD,1,0.01,85,85,0.85,True,0,0.0,0.1911726870987288,1.0,0.42559012338865465,1.0,0.0,1.0,1.0
VARL_equal,SPREAD,1,0.01,85,85,0.85,True,0,0.0,0.1911726870987288,1.0,0.42559012338865465,1.0,0.0,1.0,1.0
VARL_time,SPREAD,1,0.01,85,85,0.85,True,0,0.0,0.1911726870987288,1.0,0.42559012338865465,1.0,0.0,1.0,1.0
VECM_equal,SPREAD,1,0.01,85,85,0.85,True,0,0.0,0.1911726870987288,1.0,0.42559012338865465,1.0,0.0,1.0,1.0
VECM_macro,SPREAD,1,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,0.5357683838999924,0.076,-0.39269484830002305,1.0
VECM_time,SPREAD,1,0.01,85,85,0.85,True,0,0.0,0.1911726870987288,1.0,0.42559012338865465,1.0,0.0,1.0,1.0
AR_equal,SPREAD,1,0.05,85,85,4.25,False,3,0.03529411764705882,0.5122782991918476,0.637313395554705,0.7219193657385641,0.22372357433009915,0.593,-0.7481948139919369,1.0
AR_macro,SPREAD,1,0.05,85,85,4.25,False,5,0.058823529411764705,0.716185540119278,0.42613478510054914,0.6819794433314821,0.03353618951546756,0.9095,-1.1447460508773677,0.9586586956309424
AR_macro_nc,SPREAD,1,0.05,85,85,4.25,False,5,0.058823529411764705,0.716185540119278,0.42613478510054914,0.6819794433314821,0.01628648412484089,0.9795,-1.2238071730841398,0.9372817189751437
AR_time,SPREAD,1,0.05,85,85,4.25,False,4,0.047058823529411764,0.9000458473117839,0.5270031096603232,0.8122301624791386,0.028375379891707887,0.9315,-1.252520104852054,0.9641240351750664
CTSF_equal,SPREAD,1,0.05,85,85,4.25,False,4,0.047058823529411764,0.9000458473117839,0.5270031096603232,0.8122301624791386,0.03240209838960628,0.962,-1.246359356317221,0.9439904836112332
CTSF_macro,SPREAD,1,0.05,85,85,4.25,False,5,0.058823529411764705,0.716185540119278,0.42613478510054914,0.6819794433314821,-0.2282142747984403,0.741,-1.8902332701223086,0.8483596607648333
CTSF_time,SPREAD,1,0.05,85,85,4.25,False,5,0.058823529411764705,0.716185540119278,0.42613478510054914,0.6819794433314821,-0.08207585539874458,0.866,-1.223613309376147,0.8072609214770463
CTS_equal,SPREAD,1,0.05,85,85,4.25,False,4,0.047058823529411764,0.9000458473117839,0.5270031096603232,0.8122301624791386,0.23344016470022366,0.6065,-0.8604263014081186,0.9871345353899077
CTS_macro,SPREAD,1,0.05,85,85,4.25,False,5,0.058823529411764705,0.716185540119278,0.42613478510054914,0.6819794433314821,0.018231221129324675,0.9775,-1.455273756082321,0.9324272660793189
CTS_time,SPREAD,1,0.05,85,85,4.25,False,5,0.058823529411764705,0.716185540119278,0.42613478510054914,0.6819794433314821,0.16651776435498697,0.6945,-0.7891773024156407,0.8607704314850938
FHS_equal,SPREAD,1,0.05,85,85,4.25,False,5,0.058823529411764705,0.716185540119278,0.42613478510054914,0.6819794433314821,-0.04971705976566391,0.931,-1.3443311294878293,0.8438692996414361
FHS_macro,SPREAD,1,0.05,85,85,4.25,False,5,0.058823529411764705,0.716185540119278,0.42613478510054914,0.6819794433314821,-0.18450885595017527,0.797,-1.541549183596133,0.8303797397338034
FHS_time,SPREAD,1,0.05,85,85,4.25,False,6,0.07058823529411765,0.4108676985419013,0.33642965736154473,0.4492665274809724,-0.050578606499826734,0.917,-1.1680836211993608,0.8101339606882482
RW_equal,SPREAD,1,0.05,85,85,4.25,False,3,0.03529411764705882,0.5122782991918476,0.637313395554705,0.7219193657385641,0.3075818196447826,0.493,-0.588591893576584,1.0
VARL_equal,SPREAD,1,0.05,85,85,4.25,False,4,0.047058823529411764,0.9000458473117839,0.5270031096603232,0.8122301624791386,0.39235535338215044,0.4215,-0.6087287264416739,0.9995412256333628
VARL_time,SPREAD,1,0.05,85,85,4.25,False,4,0.047058823529411764,0.9000458473117839,0.5270031096603232,0.8122301624791386,0.29123616205696296,0.5015,-0.7052183308897239,0.9707902492027329
VECM_equal,SPREAD,1,0.05,85,85,4.25,False,3,0.03529411764705882,0.5122782991918476,0.637313395554705,0.7219193657385641,0.27328698940186125,0.609,-1.0786637011319917,1.0
VECM_macro,SPREAD,1,0.05,85,85,4.25,False,4,0.047058823529411764,0.9000458473117839,0.5270031096603232,0.8122301624791386,-0.05936572789359385,0.9145,-1.8815309396565196,0.9417132267133926
VECM_time,SPREAD,1,0.05,85,85,4.25,False,5,0.058823529411764705,0.716185540119278,0.42613478510054914,0.6819794433314821,0.24626234843926745,0.585,-0.7955265433473145,0.9471244140043968
AR_equal,SPREAD,4,0.01,85,85,0.85,True,0,0.0,0.1911726870987288,1.0,0.42559012338865465,1.0,0.0,1.0,1.0
AR_macro,SPREAD,4,0.01,85,85,0.85,True,0,0.0,0.1911726870987288,1.0,0.42559012338865465,1.0,0.0,1.0,1.0
AR_macro_nc,SPREAD,4,0.01,85,85,0.85,True,0,0.0,0.1911726870987288,1.0,0.42559012338865465,1.0,0.0,1.0,1.0
AR_time,SPREAD,4,0.01,85,85,0.85,True,0,0.0,0.1911726870987288,1.0,0.42559012338865465,1.0,0.0,1.0,1.0
CTSF_equal,SPREAD,4,0.01,85,85,0.85,True,2,0.023529411764705882,0.2859795578030728,0.7547646576940108,0.5390151613584997,-1.543700310512924,0.596,-6.234193289551687,1.0
CTSF_macro,SPREAD,4,0.01,85,85,0.85,True,3,0.03529411764705882,0.06835060349370203,0.637313395554705,0.16995306544995759,-0.8121940985783216,0.6215,-4.130675322558809,1.0
CTSF_time,SPREAD,4,0.01,85,85,0.85,True,2,0.023529411764705882,0.2859795578030728,0.7547646576940108,0.5390151613584997,-0.47783543587127275,0.642,-3.129179834237604,1.0
CTS_equal,SPREAD,4,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-0.2669643753349817,0.622,-2.800893126004945,1.0
CTS_macro,SPREAD,4,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-0.13206695945222244,0.622,-2.3962008783566673,1.0
CTS_time,SPREAD,4,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,0.3487743430509286,0.622,-0.9536769708472144,1.0
FHS_equal,SPREAD,4,0.01,85,85,0.85,True,0,0.0,0.1911726870987288,1.0,0.42559012338865465,1.0,0.0,1.0,1.0
FHS_macro,SPREAD,4,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,0.4993749048201929,0.2555,-0.5018752855394213,1.0
FHS_time,SPREAD,4,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,0.5977080475277182,0.071,-0.20687585741684525,1.0
RW_equal,SPREAD,4,0.01,85,85,0.85,True,0,0.0,0.1911726870987288,1.0,0.42559012338865465,1.0,0.0,1.0,1.0
VARL_equal,SPREAD,4,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-0.3095965928612272,0.622,-2.9287897785836816,1.0
VARL_time,SPREAD,4,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,0.1593171516240273,0.622,-1.522048545127918,1.0
VECM_equal,SPREAD,4,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,0.019354028657521134,0.622,-1.9419379140274367,1.0
VECM_macro,SPREAD,4,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-0.4516300749891418,0.622,-3.3548902249674257,1.0
VECM_time,SPREAD,4,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-0.021336420748389172,0.622,-2.0640092622451673,1.0
AR_equal,SPREAD,4,0.05,85,85,4.25,False,4,0.047058823529411764,0.9000458473117839,0.5270031096603232,0.8122301624791386,0.3415051324952904,0.356,-0.5202466588067952,0.9835940566245184
AR_macro,SPREAD,4,0.05,85,85,4.25,False,4,0.047058823529411764,0.9000458473117839,0.5270031096603232,0.8122301624791386,0.3028006723477011,0.4875,-0.6371157892348649,0.972435596763309
AR_macro_nc,SPREAD,4,0.05,85,85,4.25,False,4,0.047058823529411764,0.9000458473117839,0.5270031096603232,0.8122301624791386,0.2636806864791215,0.5735,-0.7176972560492224,0.9765794927837753
AR_time,SPREAD,4,0.05,85,85,4.25,False,3,0.03529411764705882,0.5122782991918476,0.637313395554705,0.7219193657385641,0.3809320600873398,0.3145,-0.46269754585277034,1.0
CTSF_equal,SPREAD,4,0.05,85,85,4.25,False,6,0.07058823529411765,0.4108676985419013,0.33642965736154473,0.4492665274809724,-0.6769258605090578,0.398,-2.466572635850213,0.6517343918709328
CTSF_macro,SPREAD,4,0.05,85,85,4.25,False,6,0.07058823529411765,0.4108676985419013,0.33642965736154473,0.4492665274809724,-0.718539707202657,0.3575,-2.4507914167242166,0.6185599685438121
CTSF_time,SPREAD,4,0.05,85,85,4.25,False,6,0.07058823529411765,0.4108676985419013,0.33642965736154473,0.4492665274809724,-0.7092888343125271,0.3325,-2.309064188561284,0.5540025757788785
CTS_equal,SPREAD,4,0.05,85,85,4.25,False,5,0.058823529411764705,0.716185540119278,0.42613478510054914,0.6819794433314821,-0.10893846782858757,0.868,-1.531220973211237,0.9269518723566584
CTS_macro,SPREAD,4,0.05,85,85,4.25,False,5,0.058823529411764705,0.716185540119278,0.42613478510054914,0.6819794433314821,-0.13691479295915235,0.8285,-1.539924623684858,0.939968560155266
CTS_time,SPREAD,4,0.05,85,85,4.25,False,5,0.058823529411764705,0.716185540119278,0.42613478510054914,0.6819794433314821,-0.15708705812269624,0.7985,-1.4419418247080937,0.8453826539871566
FHS_equal,SPREAD,4,0.05,85,85,4.25,False,2,0.023529411764705882,0.21357413704357642,0.7547646576940108,0.4394192486835131,0.4138861447791699,0.246,-0.5623735319164717,1.0
FHS_macro,SPREAD,4,0.05,85,85,4.25,False,2,0.023529411764705882,0.21357413704357642,0.7547646576940108,0.4394192486835131,0.2895041658127246,0.49,-0.8977227645021569,1.0
FHS_time,SPREAD,4,0.05,85,85,4.25,False,2,0.023529411764705882,0.21357413704357642,0.7547646576940108,0.4394192486835131,0.37520290268682943,0.49,-0.6674204961203039,1.0
RW_equal,SPREAD,4,0.05,85,85,4.25,False,3,0.03529411764705882,0.5122782991918476,0.637313395554705,0.7219193657385641,0.378422426297952,0.2745,-0.4681295884877566,1.0
VARL_equal,SPREAD,4,0.05,85,85,4.25,False,5,0.058823529411764705,0.716185540119278,0.42613478510054914,0.6819794433314821,-0.09848285758829183,0.8795,-1.5087819946399754,0.8623902738718145
VARL_time,SPREAD,4,0.05,85,85,4.25,False,5,0.058823529411764705,0.716185540119278,0.42613478510054914,0.6819794433314821,-0.21370074147176907,0.732,-1.5420404698141292,0.8566815732274405
VECM_equal,SPREAD,4,0.05,85,85,4.25,False,6,0.07058823529411765,0.4108676985419013,0.33642965736154473,0.4492665274809724,-0.19754427741090902,0.7585,-1.5771178436270241,0.815081499125161
VECM_macro,SPREAD,4,0.05,85,85,4.25,False,6,0.07058823529411765,0.4108676985419013,0.33642965736154473,0.4492665274809724,-0.3925211001341087,0.592,-1.9846222702971112,0.8301304828483757
VECM_time,SPREAD,4,0.05,85,85,4.25,False,5,0.058823529411764705,0.716185540119278,0.42613478510054914,0.6819794433314821,-0.33833139141911267,0.6015,-1.7691976588270313,0.7887855707207941
AR_equal,SPREAD,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
AR_macro,SPREAD,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
AR_macro_nc,SPREAD,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
AR_time,SPREAD,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
CTSF_equal,SPREAD,12,0.01,29,85,0.29,True,1,0.034482758620689655,0.3001666580096988,0.7854708144482555,0.5633961176945674,-0.28170069424298805,0.598,-2.8451020827289644,1.0
CTSF_macro,SPREAD,12,0.01,29,85,0.29,True,1,0.034482758620689655,0.3001666580096988,0.7854708144482555,0.5633961176945674,0.34996552541944015,0.598,-0.9501034237416794,1.0
CTSF_time,SPREAD,12,0.01,29,85,0.29,True,1,0.034482758620689655,0.3001666580096988,0.7854708144482555,0.5633961176945674,-0.7158770098329211,0.598,-4.147631029498763,1.0
CTS_equal,SPREAD,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
CTS_macro,SPREAD,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
CTS_time,SPREAD,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
FHS_equal,SPREAD,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
FHS_macro,SPREAD,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
FHS_time,SPREAD,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
RW_equal,SPREAD,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
VARL_equal,SPREAD,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
VARL_time,SPREAD,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
VECM_equal,SPREAD,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
VECM_macro,SPREAD,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
VECM_time,SPREAD,12,0.01,29,85,0.29,True,0,0.0,0.44517024808373995,1.0,0.7471720943315963,1.0,0.0,1.0,1.0
AR_equal,SPREAD,12,0.05,29,85,1.4500000000000002,True,1,0.034482758620689655,0.6853337488489716,0.7854708144482555,0.8876859655508784,0.9523848989995823,0.0,0.8571546969987469,1.0
AR_macro,SPREAD,12,0.05,29,85,1.4500000000000002,True,0,0.0,0.08455954827604395,1.0,0.22593554099256563,1.0,0.0,1.0,1.0
AR_macro_nc,SPREAD,12,0.05,29,85,1.4500000000000002,True,1,0.034482758620689655,0.6853337488489716,0.7854708144482555,0.8876859655508784,0.9807078907856288,0.0,0.9421236723568868,1.0
AR_time,SPREAD,12,0.05,29,85,1.4500000000000002,True,0,0.0,0.08455954827604395,1.0,0.22593554099256563,1.0,0.0,1.0,1.0
CTSF_equal,SPREAD,12,0.05,29,85,1.4500000000000002,True,3,0.10344827586206896,0.24507184282110117,0.3955743946901722,0.3547083859628326,-0.5339411349341814,0.5995,-3.2321563407347744,1.0
CTSF_macro,SPREAD,12,0.05,29,85,1.4500000000000002,True,3,0.10344827586206896,0.24507184282110117,0.3955743946901722,0.3547083859628326,-0.5872374613287573,0.598,-3.168749433842667,1.0
CTSF_time,SPREAD,12,0.05,29,85,1.4500000000000002,True,3,0.10344827586206896,0.24507184282110117,0.3955743946901722,0.3547083859628326,-0.7905715943719491,0.5745,-3.7811444061318915,1.0
CTS_equal,SPREAD,12,0.05,29,85,1.4500000000000002,True,1,0.034482758620689655,0.6853337488489716,0.7854708144482555,0.8876859655508784,0.35912700971903533,0.598,-0.922618970842894,1.0
CTS_macro,SPREAD,12,0.05,29,85,1.4500000000000002,True,1,0.034482758620689655,0.6853337488489716,0.7854708144482555,0.8876859655508784,0.39423530785576283,0.598,-0.8172940764327116,1.0
CTS_time,SPREAD,12,0.05,29,85,1.4500000000000002,True,1,0.034482758620689655,0.6853337488489716,0.7854708144482555,0.8876859655508784,0.2653228674038116,0.598,-1.204031397788565,1.0
FHS_equal,SPREAD,12,0.05,29,85,1.4500000000000002,True,0,0.0,0.08455954827604395,1.0,0.22593554099256563,1.0,0.0,1.0,1.0
FHS_macro,SPREAD,12,0.05,29,85,1.4500000000000002,True,1,0.034482758620689655,0.6853337488489716,0.7854708144482555,0.8876859655508784,0.9088413578134918,0.0,0.7265240734404754,1.0
FHS_time,SPREAD,12,0.05,29,85,1.4500000000000002,True,0,0.0,0.08455954827604395,1.0,0.22593554099256563,1.0,0.0,1.0,1.0
RW_equal,SPREAD,12,0.05,29,85,1.4500000000000002,True,1,0.034482758620689655,0.6853337488489716,0.7854708144482555,0.8876859655508784,0.8924467268585271,0.0,0.6773401805755814,1.0
VARL_equal,SPREAD,12,0.05,29,85,1.4500000000000002,True,1,0.034482758620689655,0.6853337488489716,0.7854708144482555,0.8876859655508784,0.2550285961558153,0.598,-1.234914211532554,1.0
VARL_time,SPREAD,12,0.05,29,85,1.4500000000000002,True,1,0.034482758620689655,0.6853337488489716,0.7854708144482555,0.8876859655508784,0.18963368711871798,0.598,-1.4310989386438462,1.0
VECM_equal,SPREAD,12,0.05,29,85,1.4500000000000002,True,1,0.034482758620689655,0.6853337488489716,0.7854708144482555,0.8876859655508784,0.22892424721108076,0.598,-1.313227258366758,1.0
VECM_macro,SPREAD,12,0.05,29,85,1.4500000000000002,True,1,0.034482758620689655,0.6853337488489716,0.7854708144482555,0.8876859655508784,0.13082610516483473,0.598,-1.6075216845054956,1.0
VECM_time,SPREAD,12,0.05,29,85,1.4500000000000002,True,1,0.034482758620689655,0.6853337488489716,0.7854708144482555,0.8876859655508784,0.15416918383585013,0.598,-1.5374924484924497,1.0
AR_equal,SPREAD,20,0.01,17,85,0.17,True,0,0.0,0.5588430203471193,1.0,0.8429431933839268,1.0,0.0,1.0,1.0
AR_macro,SPREAD,20,0.01,17,85,0.17,True,0,0.0,0.5588430203471193,1.0,0.8429431933839268,1.0,0.0,1.0,1.0
AR_macro_nc,SPREAD,20,0.01,17,85,0.17,True,0,0.0,0.5588430203471193,1.0,0.8429431933839268,1.0,0.0,1.0,1.0
AR_time,SPREAD,20,0.01,17,85,0.17,True,0,0.0,0.5588430203471193,1.0,0.8429431933839268,1.0,0.0,1.0,1.0
CTSF_equal,SPREAD,20,0.01,17,85,0.17,True,0,0.0,0.5588430203471193,1.0,0.8429431933839268,1.0,0.0,1.0,1.0
CTSF_macro,SPREAD,20,0.01,17,85,0.17,True,0,0.0,0.5588430203471193,1.0,0.8429431933839268,1.0,0.0,1.0,1.0
CTSF_time,SPREAD,20,0.01,17,85,0.17,True,0,0.0,0.5588430203471193,1.0,0.8429431933839268,1.0,0.0,1.0,1.0
CTS_equal,SPREAD,20,0.01,17,85,0.17,True,0,0.0,0.5588430203471193,1.0,0.8429431933839268,1.0,0.0,1.0,1.0
CTS_macro,SPREAD,20,0.01,17,85,0.17,True,0,0.0,0.5588430203471193,1.0,0.8429431933839268,1.0,0.0,1.0,1.0
CTS_time,SPREAD,20,0.01,17,85,0.17,True,0,0.0,0.5588430203471193,1.0,0.8429431933839268,1.0,0.0,1.0,1.0
FHS_equal,SPREAD,20,0.01,17,85,0.17,True,0,0.0,0.5588430203471193,1.0,0.8429431933839268,1.0,0.0,1.0,1.0
FHS_macro,SPREAD,20,0.01,17,85,0.17,True,0,0.0,0.5588430203471193,1.0,0.8429431933839268,1.0,0.0,1.0,1.0
FHS_time,SPREAD,20,0.01,17,85,0.17,True,0,0.0,0.5588430203471193,1.0,0.8429431933839268,1.0,0.0,1.0,1.0
RW_equal,SPREAD,20,0.01,17,85,0.17,True,0,0.0,0.5588430203471193,1.0,0.8429431933839268,1.0,0.0,1.0,1.0
VARL_equal,SPREAD,20,0.01,17,85,0.17,True,0,0.0,0.5588430203471193,1.0,0.8429431933839268,1.0,0.0,1.0,1.0
VARL_time,SPREAD,20,0.01,17,85,0.17,True,0,0.0,0.5588430203471193,1.0,0.8429431933839268,1.0,0.0,1.0,1.0
VECM_equal,SPREAD,20,0.01,17,85,0.17,True,0,0.0,0.5588430203471193,1.0,0.8429431933839268,1.0,0.0,1.0,1.0
VECM_macro,SPREAD,20,0.01,17,85,0.17,True,0,0.0,0.5588430203471193,1.0,0.8429431933839268,1.0,0.0,1.0,1.0
VECM_time,SPREAD,20,0.01,17,85,0.17,True,0,0.0,0.5588430203471193,1.0,0.8429431933839268,1.0,0.0,1.0,1.0
AR_equal,SPREAD,20,0.05,17,85,0.8500000000000001,True,0,0.0,0.18663633289520443,1.0,0.41812033521917724,1.0,0.0,1.0,1.0
AR_macro,SPREAD,20,0.05,17,85,0.8500000000000001,True,0,0.0,0.18663633289520443,1.0,0.41812033521917724,1.0,0.0,1.0,1.0
AR_macro_nc,SPREAD,20,0.05,17,85,0.8500000000000001,True,0,0.0,0.18663633289520443,1.0,0.41812033521917724,1.0,0.0,1.0,1.0
AR_time,SPREAD,20,0.05,17,85,0.8500000000000001,True,0,0.0,0.18663633289520443,1.0,0.41812033521917724,1.0,0.0,1.0,1.0
CTSF_equal,SPREAD,20,0.05,17,85,0.8500000000000001,True,0,0.0,0.18663633289520443,1.0,0.41812033521917724,1.0,0.0,1.0,1.0
CTSF_macro,SPREAD,20,0.05,17,85,0.8500000000000001,True,0,0.0,0.18663633289520443,1.0,0.41812033521917724,1.0,0.0,1.0,1.0
CTSF_time,SPREAD,20,0.05,17,85,0.8500000000000001,True,0,0.0,0.18663633289520443,1.0,0.41812033521917724,1.0,0.0,1.0,1.0
CTS_equal,SPREAD,20,0.05,17,85,0.8500000000000001,True,0,0.0,0.18663633289520443,1.0,0.41812033521917724,1.0,0.0,1.0,1.0
CTS_macro,SPREAD,20,0.05,17,85,0.8500000000000001,True,0,0.0,0.18663633289520443,1.0,0.41812033521917724,1.0,0.0,1.0,1.0
CTS_time,SPREAD,20,0.05,17,85,0.8500000000000001,True,0,0.0,0.18663633289520443,1.0,0.41812033521917724,1.0,0.0,1.0,1.0
FHS_equal,SPREAD,20,0.05,17,85,0.8500000000000001,True,0,0.0,0.18663633289520443,1.0,0.41812033521917724,1.0,0.0,1.0,1.0
FHS_macro,SPREAD,20,0.05,17,85,0.8500000000000001,True,0,0.0,0.18663633289520443,1.0,0.41812033521917724,1.0,0.0,1.0,1.0
FHS_time,SPREAD,20,0.05,17,85,0.8500000000000001,True,0,0.0,0.18663633289520443,1.0,0.41812033521917724,1.0,0.0,1.0,1.0
RW_equal,SPREAD,20,0.05,17,85,0.8500000000000001,True,0,0.0,0.18663633289520443,1.0,0.41812033521917724,1.0,0.0,1.0,1.0
VARL_equal,SPREAD,20,0.05,17,85,0.8500000000000001,True,0,0.0,0.18663633289520443,1.0,0.41812033521917724,1.0,0.0,1.0,1.0
VARL_time,SPREAD,20,0.05,17,85,0.8500000000000001,True,0,0.0,0.18663633289520443,1.0,0.41812033521917724,1.0,0.0,1.0,1.0
VECM_equal,SPREAD,20,0.05,17,85,0.8500000000000001,True,0,0.0,0.18663633289520443,1.0,0.41812033521917724,1.0,0.0,1.0,1.0
VECM_macro,SPREAD,20,0.05,17,85,0.8500000000000001,True,0,0.0,0.18663633289520443,1.0,0.41812033521917724,1.0,0.0,1.0,1.0
VECM_time,SPREAD,20,0.05,17,85,0.8500000000000001,True,0,0.0,0.18663633289520443,1.0,0.41812033521917724,1.0,0.0,1.0,1.0
AR_equal,WTI,1,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-0.1684541396920687,0.62,-2.505362419076206,1.0
AR_macro,WTI,1,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-1.930134237989867,0.62,-7.790402713969601,1.0
AR_macro_nc,WTI,1,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-1.8020240342180058,0.62,-7.406072102654017,1.0
AR_time,WTI,1,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-1.7037089399698826,0.62,-7.111126819909648,1.0
CTSF_equal,WTI,1,0.01,85,85,0.85,True,1,0.011764705882352941,0.8736084421728973,0.8766384351074676,0.9756013946454645,-1.0998561867280812,0.62,-5.299568560184243,1.0
